Title,Slug,Difficulty,Tags,Paid Only
Binary Tree Vertical Order Traversal,binary-tree-vertical-order-traversal,Medium,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Sorting, Binary Tree",TRUE
Count of Smaller Numbers After Self,count-of-smaller-numbers-after-self,Hard,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set",FALSE
Remove Duplicate Letters,remove-duplicate-letters,Medium,"String, Stack, Greedy, Monotonic Stack",FALSE
Shortest Distance from All Buildings,shortest-distance-from-all-buildings,Hard,"Array, Breadth-First Search, Matrix",TRUE
Maximum Product of Word Lengths,maximum-product-of-word-lengths,Medium,"Array, String, Bit Manipulation",FALSE
Bulb Switcher,bulb-switcher,Medium,"Math, Brainteaser",FALSE
Generalized Abbreviation,generalized-abbreviation,Medium,"String, Backtracking, Bit Manipulation",TRUE
Create Maximum Number,create-maximum-number,Hard,"Array, Two Pointers, Stack, Greedy, Monotonic Stack",FALSE
Coin Change,coin-change,Medium,"Array, Dynamic Programming, Breadth-First Search",FALSE
Number of Connected Components in an Undirected Graph,number-of-connected-components-in-an-undirected-graph,Medium,"Depth-First Search, Breadth-First Search, Union Find, Graph",TRUE
Wiggle Sort II,wiggle-sort-ii,Medium,"Array, Divide and Conquer, Greedy, Sorting, Quickselect",FALSE
Maximum Size Subarray Sum Equals k,maximum-size-subarray-sum-equals-k,Medium,"Array, Hash Table, Prefix Sum",TRUE
Power of Three,power-of-three,Easy,"Math, Recursion",FALSE
Count of Range Sum,count-of-range-sum,Hard,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set",FALSE
Odd Even Linked List,odd-even-linked-list,Medium,Linked List,FALSE
Longest Increasing Path in a Matrix,longest-increasing-path-in-a-matrix,Hard,"Array, Dynamic Programming, Depth-First Search, Breadth-First Search, Graph, Topological Sort, Memoization, Matrix",FALSE
Patching Array,patching-array,Hard,"Array, Greedy",FALSE
Verify Preorder Serialization of a Binary Tree,verify-preorder-serialization-of-a-binary-tree,Medium,"String, Stack, Tree, Binary Tree",FALSE
Reconstruct Itinerary,reconstruct-itinerary,Hard,"Depth-First Search, Graph, Eulerian Circuit",FALSE
Largest BST Subtree,largest-bst-subtree,Medium,"Dynamic Programming, Tree, Depth-First Search, Binary Search Tree, Binary Tree",TRUE
Increasing Triplet Subsequence,increasing-triplet-subsequence,Medium,"Array, Greedy",FALSE
Self Crossing,self-crossing,Hard,"Array, Math, Geometry",FALSE
Palindrome Pairs,palindrome-pairs,Hard,"Array, Hash Table, String, Trie",FALSE
House Robber III,house-robber-iii,Medium,"Dynamic Programming, Tree, Depth-First Search, Binary Tree",FALSE
Counting Bits,counting-bits,Easy,"Dynamic Programming, Bit Manipulation",FALSE
Nested List Weight Sum,nested-list-weight-sum,Medium,"Depth-First Search, Breadth-First Search",TRUE
Longest Substring with At Most K Distinct Characters,longest-substring-with-at-most-k-distinct-characters,Medium,"Hash Table, String, Sliding Window",TRUE
Flatten Nested List Iterator,flatten-nested-list-iterator,Medium,"Stack, Tree, Depth-First Search, Design, Queue, Iterator",FALSE
Power of Four,power-of-four,Easy,"Math, Bit Manipulation, Recursion",FALSE
Integer Break,integer-break,Medium,"Math, Dynamic Programming",FALSE
Reverse String,reverse-string,Easy,"Two Pointers, String",FALSE
Reverse Vowels of a String,reverse-vowels-of-a-string,Easy,"Two Pointers, String",FALSE
Moving Average from Data Stream,moving-average-from-data-stream,Easy,"Array, Design, Queue, Data Stream",TRUE
Top K Frequent Elements,top-k-frequent-elements,Medium,"Array, Hash Table, Divide and Conquer, Sorting, Heap (Priority Queue), Bucket Sort, Counting, Quickselect",FALSE
Design Tic-Tac-Toe,design-tic-tac-toe,Medium,"Array, Hash Table, Design, Matrix, Simulation",TRUE
Intersection of Two Arrays,intersection-of-two-arrays,Easy,"Array, Hash Table, Two Pointers, Binary Search, Sorting",FALSE
Intersection of Two Arrays II,intersection-of-two-arrays-ii,Easy,"Array, Hash Table, Two Pointers, Binary Search, Sorting",FALSE
Android Unlock Patterns,android-unlock-patterns,Medium,"Dynamic Programming, Backtracking, Bit Manipulation, Bitmask",TRUE
Data Stream as Disjoint Intervals,data-stream-as-disjoint-intervals,Hard,"Binary Search, Design, Ordered Set",FALSE
Design Snake Game,design-snake-game,Medium,"Array, Hash Table, Design, Queue, Simulation",TRUE
Russian Doll Envelopes,russian-doll-envelopes,Hard,"Array, Binary Search, Dynamic Programming, Sorting",FALSE
Design Twitter,design-twitter,Medium,"Hash Table, Linked List, Design, Heap (Priority Queue)",FALSE
Line Reflection,line-reflection,Medium,"Array, Hash Table, Math",TRUE
Count Numbers with Unique Digits,count-numbers-with-unique-digits,Medium,"Math, Dynamic Programming, Backtracking",FALSE
Rearrange String k Distance Apart,rearrange-string-k-distance-apart,Hard,"Hash Table, String, Greedy, Sorting, Heap (Priority Queue), Counting",TRUE
Logger Rate Limiter,logger-rate-limiter,Easy,"Hash Table, Design, Data Stream",TRUE
Sort Transformed Array,sort-transformed-array,Medium,"Array, Math, Two Pointers, Sorting",TRUE
Bomb Enemy,bomb-enemy,Medium,"Array, Dynamic Programming, Matrix",TRUE
Design Hit Counter,design-hit-counter,Medium,"Array, Binary Search, Design, Queue, Data Stream",TRUE
Max Sum of Rectangle No Larger Than K,max-sum-of-rectangle-no-larger-than-k,Hard,"Array, Binary Search, Matrix, Prefix Sum, Ordered Set",FALSE
Nested List Weight Sum II,nested-list-weight-sum-ii,Medium,"Stack, Depth-First Search, Breadth-First Search",TRUE
Water and Jug Problem,water-and-jug-problem,Medium,"Math, Depth-First Search, Breadth-First Search",FALSE
Find Leaves of Binary Tree,find-leaves-of-binary-tree,Medium,"Tree, Depth-First Search, Binary Tree",TRUE
Valid Perfect Square,valid-perfect-square,Easy,"Math, Binary Search",FALSE
Largest Divisible Subset,largest-divisible-subset,Medium,"Array, Math, Dynamic Programming, Sorting",FALSE
Plus One Linked List,plus-one-linked-list,Medium,"Linked List, Math",TRUE
Range Addition,range-addition,Medium,"Array, Prefix Sum",TRUE
Sum of Two Integers,sum-of-two-integers,Medium,"Math, Bit Manipulation",FALSE
Super Pow,super-pow,Medium,"Math, Divide and Conquer",FALSE
Find K Pairs with Smallest Sums,find-k-pairs-with-smallest-sums,Medium,"Array, Heap (Priority Queue)",FALSE
Guess Number Higher or Lower,guess-number-higher-or-lower,Easy,"Binary Search, Interactive",FALSE
Guess Number Higher or Lower II,guess-number-higher-or-lower-ii,Medium,"Math, Dynamic Programming, Game Theory",FALSE
Wiggle Subsequence,wiggle-subsequence,Medium,"Array, Dynamic Programming, Greedy",FALSE
Combination Sum IV,combination-sum-iv,Medium,"Array, Dynamic Programming",FALSE
Kth Smallest Element in a Sorted Matrix,kth-smallest-element-in-a-sorted-matrix,Medium,"Array, Binary Search, Sorting, Heap (Priority Queue), Matrix",FALSE
Design Phone Directory,design-phone-directory,Medium,"Array, Hash Table, Linked List, Design, Queue",TRUE
Insert Delete GetRandom O(1),insert-delete-getrandom-o1,Medium,"Array, Hash Table, Math, Design, Randomized",FALSE
Insert Delete GetRandom O(1) - Duplicates allowed,insert-delete-getrandom-o1-duplicates-allowed,Hard,"Array, Hash Table, Math, Design, Randomized",FALSE
Linked List Random Node,linked-list-random-node,Medium,"Linked List, Math, Reservoir Sampling, Randomized",FALSE
Ransom Note,ransom-note,Easy,"Hash Table, String, Counting",FALSE
Shuffle an Array,shuffle-an-array,Medium,"Array, Math, Design, Randomized",FALSE
Mini Parser,mini-parser,Medium,"String, Stack, Depth-First Search",FALSE
Lexicographical Numbers,lexicographical-numbers,Medium,"Depth-First Search, Trie",FALSE
First Unique Character in a String,first-unique-character-in-a-string,Easy,"Hash Table, String, Queue, Counting",FALSE
Longest Absolute File Path,longest-absolute-file-path,Medium,"String, Stack, Depth-First Search",FALSE
Find the Difference,find-the-difference,Easy,"Hash Table, String, Bit Manipulation, Sorting",FALSE
Elimination Game,elimination-game,Medium,"Math, Recursion",FALSE
Perfect Rectangle,perfect-rectangle,Hard,"Array, Line Sweep",FALSE
Is Subsequence,is-subsequence,Easy,"Two Pointers, String, Dynamic Programming",FALSE
UTF-8 Validation,utf-8-validation,Medium,"Array, Bit Manipulation",FALSE
Decode String,decode-string,Medium,"String, Stack, Recursion",FALSE
Longest Substring with At Least K Repeating Characters,longest-substring-with-at-least-k-repeating-characters,Medium,"Hash Table, String, Divide and Conquer, Sliding Window",FALSE
Rotate Function,rotate-function,Medium,"Array, Math, Dynamic Programming",FALSE
Integer Replacement,integer-replacement,Medium,"Dynamic Programming, Greedy, Bit Manipulation, Memoization",FALSE
Random Pick Index,random-pick-index,Medium,"Hash Table, Math, Reservoir Sampling, Randomized",FALSE
Evaluate Division,evaluate-division,Medium,"Array, String, Depth-First Search, Breadth-First Search, Union Find, Graph, Shortest Path",FALSE
Nth Digit,nth-digit,Medium,"Math, Binary Search",FALSE
Binary Watch,binary-watch,Easy,"Backtracking, Bit Manipulation",FALSE
Remove K Digits,remove-k-digits,Medium,"String, Stack, Greedy, Monotonic Stack",FALSE
Frog Jump,frog-jump,Hard,"Array, Dynamic Programming",FALSE
Sum of Left Leaves,sum-of-left-leaves,Easy,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",FALSE
Convert a Number to Hexadecimal,convert-a-number-to-hexadecimal,Easy,"Math, Bit Manipulation",FALSE
Queue Reconstruction by Height,queue-reconstruction-by-height,Medium,"Array, Binary Indexed Tree, Segment Tree, Sorting",FALSE
Trapping Rain Water II,trapping-rain-water-ii,Hard,"Array, Breadth-First Search, Heap (Priority Queue), Matrix",FALSE
Valid Word Abbreviation,valid-word-abbreviation,Easy,"Two Pointers, String",TRUE
Longest Palindrome,longest-palindrome,Easy,"Hash Table, String, Greedy",FALSE
Split Array Largest Sum,split-array-largest-sum,Hard,"Array, Binary Search, Dynamic Programming, Greedy, Prefix Sum",FALSE
Minimum Unique Word Abbreviation,minimum-unique-word-abbreviation,Hard,"Array, String, Backtracking, Bit Manipulation",TRUE
Fizz Buzz,fizz-buzz,Easy,"Math, String, Simulation",FALSE
Arithmetic Slices,arithmetic-slices,Medium,"Array, Dynamic Programming, Sliding Window",FALSE
Third Maximum Number,third-maximum-number,Easy,"Array, Sorting",FALSE
Add Strings,add-strings,Easy,"Math, String, Simulation",FALSE
Partition Equal Subset Sum,partition-equal-subset-sum,Medium,"Array, Dynamic Programming",FALSE
Pacific Atlantic Water Flow,pacific-atlantic-water-flow,Medium,"Array, Depth-First Search, Breadth-First Search, Matrix",FALSE
Sentence Screen Fitting,sentence-screen-fitting,Medium,"Array, String, Dynamic Programming",TRUE
Battleships in a Board,battleships-in-a-board,Medium,"Array, Depth-First Search, Matrix",FALSE
Strong Password Checker,strong-password-checker,Hard,"String, Greedy, Heap (Priority Queue)",FALSE
Maximum XOR of Two Numbers in an Array,maximum-xor-of-two-numbers-in-an-array,Medium,"Array, Hash Table, Bit Manipulation, Trie",FALSE
Valid Word Square,valid-word-square,Easy,"Array, Matrix",TRUE
Reconstruct Original Digits from English,reconstruct-original-digits-from-english,Medium,"Hash Table, Math, String",FALSE
Longest Repeating Character Replacement,longest-repeating-character-replacement,Medium,"Hash Table, String, Sliding Window",FALSE
Word Squares,word-squares,Hard,"Array, String, Backtracking, Trie",TRUE
Convert Binary Search Tree to Sorted Doubly Linked List,convert-binary-search-tree-to-sorted-doubly-linked-list,Medium,"Linked List, Stack, Tree, Depth-First Search, Binary Search Tree, Binary Tree, Doubly-Linked List",TRUE
Construct Quad Tree,construct-quad-tree,Medium,"Array, Divide and Conquer, Tree, Matrix",FALSE
Serialize and Deserialize N-ary Tree,serialize-and-deserialize-n-ary-tree,Hard,"String, Tree, Depth-First Search, Breadth-First Search",TRUE
N-ary Tree Level Order Traversal,n-ary-tree-level-order-traversal,Medium,"Tree, Breadth-First Search",FALSE
Flatten a Multilevel Doubly Linked List,flatten-a-multilevel-doubly-linked-list,Medium,"Linked List, Depth-First Search, Doubly-Linked List",FALSE
Encode N-ary Tree to Binary Tree,encode-n-ary-tree-to-binary-tree,Hard,"Tree, Depth-First Search, Breadth-First Search, Design, Binary Tree",TRUE
All O`one Data Structure,all-oone-data-structure,Hard,"Hash Table, Linked List, Design, Doubly-Linked List",FALSE
Minimum Genetic Mutation,minimum-genetic-mutation,Medium,"Hash Table, String, Breadth-First Search",FALSE
Number of Segments in a String,number-of-segments-in-a-string,Easy,String,FALSE
Non-overlapping Intervals,non-overlapping-intervals,Medium,"Array, Dynamic Programming, Greedy, Sorting",FALSE
Find Right Interval,find-right-interval,Medium,"Array, Binary Search, Sorting",FALSE
Path Sum III,path-sum-iii,Medium,"Tree, Depth-First Search, Binary Tree",FALSE
Find All Anagrams in a String,find-all-anagrams-in-a-string,Medium,"Hash Table, String, Sliding Window",FALSE
Ternary Expression Parser,ternary-expression-parser,Medium,"String, Stack, Recursion",TRUE
K-th Smallest in Lexicographical Order,k-th-smallest-in-lexicographical-order,Hard,Trie,FALSE
Arranging Coins,arranging-coins,Easy,"Math, Binary Search",FALSE
Find All Duplicates in an Array,find-all-duplicates-in-an-array,Medium,"Array, Hash Table",FALSE
String Compression,string-compression,Medium,"Two Pointers, String",FALSE
Sequence Reconstruction,sequence-reconstruction,Medium,"Array, Graph, Topological Sort",TRUE
Add Two Numbers II,add-two-numbers-ii,Medium,"Linked List, Math, Stack",FALSE
Arithmetic Slices II - Subsequence,arithmetic-slices-ii-subsequence,Hard,"Array, Dynamic Programming",FALSE
Number of Boomerangs,number-of-boomerangs,Medium,"Array, Hash Table, Math",FALSE
Find All Numbers Disappeared in an Array,find-all-numbers-disappeared-in-an-array,Easy,"Array, Hash Table",FALSE
Serialize and Deserialize BST,serialize-and-deserialize-bst,Medium,"String, Tree, Depth-First Search, Breadth-First Search, Design, Binary Search Tree, Binary Tree",FALSE
Delete Node in a BST,delete-node-in-a-bst,Medium,"Tree, Binary Search Tree, Binary Tree",FALSE
Sort Characters By Frequency,sort-characters-by-frequency,Medium,"Hash Table, String, Sorting, Heap (Priority Queue), Bucket Sort, Counting",FALSE
Minimum Number of Arrows to Burst Balloons,minimum-number-of-arrows-to-burst-balloons,Medium,"Array, Greedy, Sorting",FALSE
Minimum Moves to Equal Array Elements,minimum-moves-to-equal-array-elements,Medium,"Array, Math",FALSE
4Sum II,4sum-ii,Medium,"Array, Hash Table",FALSE
Assign Cookies,assign-cookies,Easy,"Array, Two Pointers, Greedy, Sorting",FALSE
132 Pattern,132-pattern,Medium,"Array, Binary Search, Stack, Monotonic Stack, Ordered Set",FALSE
Circular Array Loop,circular-array-loop,Medium,"Array, Hash Table, Two Pointers",FALSE
Poor Pigs,poor-pigs,Hard,"Math, Dynamic Programming, Combinatorics",FALSE
Repeated Substring Pattern,repeated-substring-pattern,Easy,"String, String Matching",FALSE
LFU Cache,lfu-cache,Hard,"Hash Table, Linked List, Design, Doubly-Linked List",FALSE
Hamming Distance,hamming-distance,Easy,Bit Manipulation,FALSE
Minimum Moves to Equal Array Elements II,minimum-moves-to-equal-array-elements-ii,Medium,"Array, Math, Sorting",FALSE
Island Perimeter,island-perimeter,Easy,"Array, Depth-First Search, Breadth-First Search, Matrix",FALSE
Can I Win,can-i-win,Medium,"Math, Dynamic Programming, Bit Manipulation, Memoization, Game Theory, Bitmask",FALSE
Optimal Account Balancing,optimal-account-balancing,Hard,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask",TRUE
Count The Repetitions,count-the-repetitions,Hard,"String, Dynamic Programming",FALSE
Unique Substrings in Wraparound String,unique-substrings-in-wraparound-string,Medium,"String, Dynamic Programming",FALSE
Validate IP Address,validate-ip-address,Medium,String,FALSE
Convex Polygon,convex-polygon,Medium,"Array, Math, Geometry",TRUE
Implement Rand10() Using Rand7(),implement-rand10-using-rand7,Medium,"Math, Rejection Sampling, Randomized, Probability and Statistics",FALSE
Encode String with Shortest Length,encode-string-with-shortest-length,Hard,"String, Dynamic Programming",TRUE
Concatenated Words,concatenated-words,Hard,"Array, String, Dynamic Programming, Depth-First Search, Trie",FALSE
Matchsticks to Square,matchsticks-to-square,Medium,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask",FALSE
Ones and Zeroes,ones-and-zeroes,Medium,"Array, String, Dynamic Programming",FALSE
Heaters,heaters,Medium,"Array, Two Pointers, Binary Search, Sorting",FALSE
Number Complement,number-complement,Easy,Bit Manipulation,FALSE
Total Hamming Distance,total-hamming-distance,Medium,"Array, Math, Bit Manipulation",FALSE
Generate Random Point in a Circle,generate-random-point-in-a-circle,Medium,"Math, Geometry, Rejection Sampling, Randomized",FALSE
Largest Palindrome Product,largest-palindrome-product,Hard,"Math, Enumeration",FALSE
Sliding Window Median,sliding-window-median,Hard,"Array, Hash Table, Sliding Window, Heap (Priority Queue)",FALSE
Magical String,magical-string,Medium,"Two Pointers, String",FALSE
License Key Formatting,license-key-formatting,Easy,String,FALSE
Smallest Good Base,smallest-good-base,Hard,"Math, Binary Search",FALSE
